"MAPPED_TRAIT_URI","n","weighted_n","nhits","weighted_nhits","weighted_attention_score_impact_factor","DISEASE_TRAIT","GBD term","EFO_number","Match_Type","GBD_TERM_NAME","MAPPED_TRAIT_NAME","GBD_TRAIT_URI","ATTENTION_TRAIT_URI","measure_id","measure_name","location_id","location_name","sex_id","sex_name","age_id","age_name","cause_id","metric_id","metric_name","year","DALY","upper","lower"
NA,3,0.00321113952827508,0,0,0.16460358056266,NA,"Upper respiratory infections",NA,"Partial","upper respiratory infections","acute upper respiratory infections of multiple or unspecified sites phecode 465","ncitc35650","efo0007214",2,"DALYs (Disability-Adjusted Life Years)",166,"Sub-Saharan Africa",3,"Both",22,"All ages",328,1,"Number",2019,1125519.89141633,1824034.32107257,632195.981107981
NA,3,0.00321113952827508,0,0,0.16460358056266,NA,"Disorders of external ear",NA,"Partial","disorders of external ear","disorders of external ear phecode 380","mondo0002776","efo0009668",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"mondo0002352",0,NA,NA,NA,NA,NA,"Larynx cancer","EFO 1",NA,"larynx cancer",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",423,1,"Number",2019,3262221.40253823,3511354.39110243,3034634.2089918
"mondo0021315",0,NA,NA,NA,NA,NA,"Nasopharynx cancer","EFO 1",NA,"nasopharynx cancer",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",447,1,"Number",2019,2335095.90111262,2536657.38201058,2139753.35864998
"efo0005044",0,NA,NA,NA,NA,NA,"Leishmaniasis","EFO 1",NA,"leishmaniasis",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",347,1,"Number",2019,696703.230771498,1619382.28545841,375207.245332926
"efo0005225",0,NA,NA,NA,NA,NA,"African trypanosomiasis","EFO 1",NA,"african trypanosomiasis",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",350,1,"Number",2019,82615.459677696,155791.809478282,37636.4936009857
"efo1001475",0,NA,NA,NA,NA,NA,"Schistosomiasis","EFO 1",NA,"schistosomiasis",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",351,1,"Number",2019,1638072.15417683,2638616.51256267,1042868.26989031
"efo0007231",0,NA,NA,NA,NA,NA,"Cysticercosis","EFO 1",NA,"cysticercosis",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",352,1,"Number",2019,1373067.92659199,1960855.48733413,874432.985406337
"mondo0018408",0,NA,NA,NA,NA,NA,"Cystic echinococcosis","EFO 1",NA,"cystic echinococcosis",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",353,1,"Number",2019,122457.197198695,168556.366959053,89244.0359553213
"mondo0020502",0,NA,NA,NA,NA,NA,"Yellow fever","EFO 1",NA,"yellow fever",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",358,1,"Number",2019,290137.248497106,597713.304108874,107073.643329342
"mondo0019173",0,NA,NA,NA,NA,NA,"Rabies","EFO 1",NA,"rabies",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",359,1,"Number",2019,782052.303961082,1081217.50307004,320289.683924705
"efo0007391",0,NA,NA,NA,NA,NA,"Intestinal nematode infections","EFO 1",NA,"intestinalnematodeinfections",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"efo0007154",0,NA,NA,NA,NA,NA,"Ascariasis","EFO 1",NA,"ascariasis",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",361,1,"Number",2019,753905.849521584,1142588.67840172,478687.612406765
"ncitc157916",0,NA,NA,NA,NA,NA,"Maternal hemorrhage","EFO 1",NA,"maternal hemorrhage",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",367,1,"Number",2019,3087856.84666122,3539820.28377572,2659723.18402775
"ncitc157939",0,NA,NA,NA,NA,NA,"Maternal obstructed labor and uterine rupture","EFO 1",NA,"maternal obstructed labor and uterine rupture",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",370,1,"Number",2019,999540.671042001,1209749.3504848,817352.491366946
"ncitc157917",0,NA,NA,NA,NA,NA,"Maternal sepsis","EFO 1",NA,"maternal sepsis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"mondo0100371",0,NA,NA,NA,NA,NA,"Acute hepatitis C","EFO 1",NA,"acute hepatitis c",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",403,1,"Number",2019,253351.79337914,375450.519841952,145070.996890152
"ncitc157783",0,NA,NA,NA,NA,NA,"Acute hepatitis E","EFO 1",NA,"acute hepatitis e",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",404,1,"Number",2019,130911.468006622,191444.560681022,84592.1515259599
"hp0012126",0,NA,NA,NA,NA,NA,"Stomach cancer","EFO 1",NA,"stomach cancer",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",414,1,"Number",2019,22220980.1237993,24071757.6681592,20301494.4162274
"ordo443227",0,NA,NA,NA,NA,NA,"Paratyphoid fever","EFO 1",NA,"paratyphoid fever",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",320,1,"Number",2019,1638423.60267409,3206062.11016398,682262.592713459
"doid4607",0,NA,NA,NA,NA,NA,"Gallbladder and biliary tract cancer","EFO 1",NA,"gallbladder and biliary tract cancer",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",453,1,"Number",2019,3621472.71197922,3969071.34502469,3102423.41349763
"doid1793",0,NA,NA,NA,NA,NA,"Pancreatic cancer","EFO 1",NA,"pancreatic cancer",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",456,1,"Number",2019,11549015.5443606,12338912.2787068,10777405.3948015
"efo0009563",0,NA,NA,NA,NA,NA,"Protein-energy malnutrition","EFO 1",NA,"proteinenergy malnutrition",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",103,"Latin America and Caribbean",3,"Both",22,"All ages",387,1,"Number",2019,811012.822724031,949050.030246268,697436.503606642
"efo0007504",0,NA,NA,NA,NA,NA,"Syphilis","EFO 1",NA,"syphilis",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",394,1,"Number",2019,7358588.95125842,15037475.4873137,2580711.68492134
"ncitc34463",0,NA,NA,NA,NA,NA,"Chlamydial infection","EFO 1",NA,"chlamydial infection",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",395,1,"Number",2019,159666.251973127,222627.488081708,113842.932755064
"ncitc35730",0,NA,NA,NA,NA,NA,"Gonococcal infection","EFO 1",NA,"gonococcal infection",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",396,1,"Number",2019,162925.456760892,194805.329952434,132698.380444418
"mondo0100370",0,NA,NA,NA,NA,NA,"Acute hepatitis B","EFO 1",NA,"acute hepatitis b",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",402,1,"Number",2019,1614378.31630859,2206577.88177305,1172652.67697188
"efo0003782",0,NA,NA,NA,NA,NA,"Motor neuron disease","EFO 1",NA,"motor neuron disease",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",554,1,"Number",2019,1034606.58744731,1085401.11096081,979910.923595081
"efo1001996",0,NA,NA,NA,NA,NA,"Thalassemias","EFO 1",NA,"thalassemias",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",614,1,"Number",2019,777516.057627306,928212.924203343,650510.100327845
"efo0007287",0,NA,NA,NA,NA,NA,"G6PD deficiency","EFO 1",NA,"g6pd deficiency",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",616,1,"Number",2019,679202.906038522,886079.514540517,542288.921699212
"efo0007485",0,NA,NA,NA,NA,NA,"Silicosis","EFO 1",NA,"silicosis",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",511,1,"Number",2019,655762.888527401,828025.127693353,519296.9861161
"efo0007153",0,NA,NA,NA,NA,NA,"Asbestosis","EFO 1",NA,"asbestosis",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",512,1,"Number",2019,71224.8308808243,81811.2757979837,53925.4301459511
"nomed29422001",0,NA,NA,NA,NA,NA,"Coal workers pneumoconiosis","EFO 1",NA,"coal workers pneumoconiosis",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",513,1,"Number",2019,75268.8212670132,96440.652010181,55897.0790570634
"ncitc35213",0,NA,NA,NA,NA,NA,"Acute glomerulonephritis","EFO 1",NA,"acute glomerulonephritis",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",588,1,"Number",2019,307480.236604622,362572.960417036,204184.904191241
"nomed104931000119100",0,NA,NA,NA,NA,NA,"Chronic kidney disease due to hypertension","EFO 1",NA,"chronic kidney disease due to hypertension",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",591,1,"Number",2019,9962410.17064135,11544122.1881808,8582331.28952058
"go003008",0,NA,NA,NA,NA,NA,"Interpersonal violence","EFO 1",NA,"interpersonal violence",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",724,1,"Number",2019,26969066.9569045,29252033.2450827,24947054.4200945
"efo0007420",0,NA,NA,NA,NA,NA,"Typhoid and paratyphoid","EFO 1",NA,"typhoid and paratyphoid",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",958,1,"Number",2019,9691769.35098929,16681747.7006914,4693942.97792807
"mondo0017944",0,NA,NA,NA,NA,NA,"Invasive Non-typhoidal Salmonella (iNTS)","EFO 1",NA,"invasive nontyphoidal salmonella ints",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",959,1,"Number",2019,6114292.35943968,9705738.75725841,3323425.48209347
"hp0100651",0,NA,NA,NA,NA,NA,"Diabetes mellitus type 1","EFO 1",NA,"diabetes mellitus type 1",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",975,1,"Number",2019,4580404.05917475,5382418.73583498,3905618.30840141
"efo0007243",0,NA,NA,NA,NA,NA,"Ebola","EFO 1",NA,"ebola",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",843,1,"Number",2019,195394.452377445,230578.167650569,160083.660046612
"omit0001516",0,NA,NA,NA,NA,NA,"Zika virus","EFO 1",NA,"zika virus",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",4,"Southeast Asia, East Asia, and Oceania",3,"Both",22,"All ages",935,1,"Number",2019,0,0,0
"efo1000801",0,NA,NA,NA,NA,NA,"Alcoholic cardiomyopathy","EFO 1",NA,"alcoholic cardiomyopathy",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",938,1,"Number",2019,2441108.27232531,2782541.89593545,2046733.93230239
"omit0020973",0,NA,NA,NA,NA,NA,"Conflict and terrorism","EFO 1",NA,"conflict and terrorism",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",945,1,"Number",2019,6262305.10899773,8217074.15014204,4987201.41104215
"omit0005588",0,NA,NA,NA,NA,NA,"Drowning","EFO 1",NA,"drowning",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",698,1,"Number",2019,13016754.6463576,14694635.0837755,11680830.3970924
"mondo0800373",0,NA,NA,NA,NA,NA,"Poisoning by carbon monoxide","EFO 1",NA,"poisoning by carbon monoxide",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",701,1,"Number",2019,1838312.36194935,2101515.47567637,1465241.82371228
"ncitc128417",0,NA,NA,NA,NA,NA,"Extensively drug-resistant tuberculosis","EFO 1",NA,"extensively drugresistant tuberculosis",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",947,1,"Number",2019,309754.043378245,542893.326560046,153574.256736007
"ncitc158031",0,NA,NA,NA,NA,NA,"Venomous animal contact","EFO 1",NA,"venomous animal contact",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",710,1,"Number",2019,4088344.7481789,5159258.86194437,2677479.59623238
"efo0009525",0,NA,NA,NA,NA,NA,"Foreign body","EFO 1",NA,"foreign body",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",712,1,"Number",2019,6467598.41532962,7252238.24722797,5759613.29951043
"efo0005303",0,NA,NA,NA,NA,NA,"Sudden infant death syndrome","EFO 1",NA,"sudden infant death syndrome",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",686,1,"Number",2019,2448495.56449879,5387495.41906135,1068807.85130039
"nomed96441000119101",0,NA,NA,NA,NA,NA,"Chronic kidney disease due to diabetes mellitus type 1","EFO 1",NA,"chronic kidney disease due to diabetes mellitus type 1",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",997,1,"Number",2019,3222947.6623687,4373188.82084647,2280069.66625303
"nomed771000119108",0,NA,NA,NA,NA,NA,"Chronic kidney disease due to diabetes mellitus type 2","EFO 1",NA,"chronic kidney disease due to diabetes mellitus type 2",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",998,1,"Number",2019,9870472.03576488,11736440.0379071,8114783.87285463
"efo0007402",0,NA,NA,NA,NA,NA,"Onchocerciasis","EFO 1",NA,"onchocerciasis",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",355,1,"Number",2019,1230433.4031062,1821020.05801736,764919.070651576
"ncitc157895",0,NA,NA,NA,NA,NA,"Iodine deficiency","EFO 1",NA,"iodine deficiency",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",103,"Latin America and Caribbean",3,"Both",22,"All ages",388,1,"Number",2019,33916.1196271969,58800.3061376163,18385.5215286686
"efo1001237",0,NA,NA,NA,NA,NA,"Vitamin A deficiency","EFO 1",NA,"vitamin a deficiency",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",103,"Latin America and Caribbean",3,"Both",22,"All ages",389,1,"Number",2019,47859.5269783328,69383.0873048023,31531.8588678522
"efo0007314",0,NA,NA,NA,NA,NA,"Hookworm disease","EFO 1",NA,"hookworm disease",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",363,1,"Number",2019,983859.726137662,1467149.23648996,626109.880240538
"efo0007524",0,NA,NA,NA,NA,NA,"Trichuriasis","EFO 1",NA,"trichuriasis",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",362,1,"Number",2019,235515.896552845,401544.731947659,126424.370723826
"mondo0002154",0,NA,NA,NA,NA,NA,"Trichomoniasis","EFO 1",NA,"trichomoniasis",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",397,1,"Number",2019,287193.156889322,592425.79257924,112570.55533168
"efo0007282",0,NA,NA,NA,NA,NA,"Genital herpes","EFO 1",NA,"genital herpes",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",398,1,"Number",2019,252863.413440817,627864.657210369,81719.4335572438
"mondo0019499",0,NA,NA,NA,NA,NA,"Turner syndrome","EFO 1",NA,"turner syndrome",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",646,1,"Number",2019,13523.4752776481,23227.19877933,6226.02011098923
"efo1001006",0,NA,NA,NA,NA,NA,"Klinefelter syndrome","EFO 1",NA,"klinefelter syndrome",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",647,1,"Number",2019,1289.77486235215,2471.06984846876,573.982882469471
"mfomd0000190",0,NA,NA,NA,NA,NA,"Premenstrual syndrome","EFO 1",NA,"premenstrual syndrome",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",609,1,"Number",2019,7974230.66665078,12332428.8603428,4898613.55726764
"ncitc39800",0,NA,NA,NA,NA,NA,"Sickle cell trait","EFO 1",NA,"sickle cell trait",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",838,1,"Number",2019,2424299.86811663,3541245.42787172,1583441.38753187
"ordo121984",0,NA,NA,NA,NA,NA,"G6PD trait","EFO 1",NA,"g6pd trait",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",839,1,"Number",2019,23596.423279272,34221.208423603,15650.6470267634
"efo0008623",0,NA,NA,NA,NA,NA,"Dysthymia","EFO 1",NA,"dysthymia",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",569,1,"Number",2019,9660900.55595633,14421787.1619958,6311566.46432515
"mondo0004525",0,NA,NA,NA,NA,NA,"Scabies","EFO 1",NA,"scabies",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",658,1,"Number",2019,4837980.6273616,7727672.43944483,2682199.11874218
"efo0007241",0,NA,NA,NA,NA,NA,"Guinea worm disease","EFO 1",NA,"guinea worm disease",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",4,"Southeast Asia, East Asia, and Oceania",3,"Both",22,"All ages",936,1,"Number",2019,0,0,0
"go003001",0,NA,NA,NA,NA,NA,"Sexual violence","EFO 1",NA,"sexual violence",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",941,1,"Number",2019,2089160.94391581,2979987.97801538,1400264.2563883
"mondo0040753",0,NA,NA,NA,NA,NA,"Latent tuberculosis infection","EFO 1",NA,"latent tuberculosis infection",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",954,1,"Number",2019,0,0,0
"ncitc27687",0,NA,NA,NA,NA,NA,"Liver cancer due to hepatitis B","EFO 1",NA,"liver cancer due to hepatitis b",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",418,1,"Number",2019,5797098.61528001,6771064.50823299,4911756.13572904
"ncitc27688",0,NA,NA,NA,NA,NA,"Liver cancer due to hepatitis C","EFO 1",NA,"liver cancer due to hepatitis c",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",419,1,"Number",2019,2878024.12404517,3323494.24422814,2439911.32715021
"ncitc27924",0,NA,NA,NA,NA,NA,"Liver cancer due to alcohol use","EFO 1",NA,"liver cancer due to alcohol use",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",420,1,"Number",2019,2181197.28356355,2653360.63080084,1756692.47094251
"nomed831000119103",0,NA,NA,NA,NA,NA,"Chronic hepatitis C including cirrhosis","EFO 1",NA,"chronic hepatitis c including cirrhosis",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",523,1,"Number",2019,12157160.9345564,14166607.6186812,10325549.1684897
"ncitc41331",0,NA,NA,NA,NA,NA,"Adverse effects of medical treatment","EFO 1",NA,"adverse effects of medical treatment",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",708,1,"Number",2019,3839683.39199747,4363638.30731013,3184590.24536996
"efo0007381",0,NA,NA,NA,NA,NA,"Multidrug-resistant tuberculosis without extensive drug resistance","EFO 1",NA,"multidrugresistant tuberculosis without extensive drug resistance",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",946,1,"Number",2019,4191700.31841712,7829596.4554007,1797321.36970376
"hp0002835",0,NA,NA,NA,NA,NA,"Pulmonary aspiration and foreign body in airway","EFO 1",NA,"pulmonaryaspirationandforeignbodyinairway",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"nomed36803009",0,NA,NA,NA,NA,NA,"Idiopathic epilepsy","EFO 1",NA,"idiopathic epilepsy",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",545,1,"Number",2019,13077624.4748086,16734085.8396521,9986729.55092927
"ncitc28384",0,NA,NA,NA,NA,NA,"Total cancers","EFO 1",NA,"total cancers",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",1029,1,"Number",2019,250173006.023282,264442211.640844,234615277.722213
"mondo0011399",0,NA,NA,NA,NA,NA,"Thalassemias trait","EFO 1",NA,"thalassemias trait",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",837,1,"Number",2019,3234514.72797143,4907810.95412701,2096016.78750728
"nomed110359009",0,NA,NA,NA,NA,NA,"Idiopathic developmental intellectual disability","EFO 1",NA,"idiopathic developmental intellectual disability",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",582,1,"Number",2019,4388478.0859643,7239771.38913246,2300138.48591265
"nomed444818007",0,NA,NA,NA,NA,NA,"Edentulism","EFO 1",NA,"edentulism",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",684,1,"Number",2019,9621846.61078466,14175264.496066,6152868.22352198
"ncitc119751",0,NA,NA,NA,NA,NA,"Neonatal encephalopathy due to birth asphyxia and trauma","EFO 1",NA,"neonatal encephalopathy due to birth asphyxia and trauma",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",382,1,"Number",2019,53356613.1191837,62832901.7513715,45101595.8139705
"nomed428680008",0,NA,NA,NA,NA,NA,"Urogenital congenital anomalies","EFO 1",NA,"urogenital congenital anomalies",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",650,1,"Number",2019,1094412.33921597,1407872.74493258,832358.000891841
"ncitc157949",0,NA,NA,NA,NA,NA,"Pedestrian road injuries","EFO 1",NA,"pedestrian road injuries",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",690,1,"Number",2019,23543317.0244206,26263378.9088883,20511789.4340759
"nomed242149001",0,NA,NA,NA,NA,NA,"Cyclist road injuries","EFO 1",NA,"cyclist road injuries",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",691,1,"Number",2019,6510312.41891606,7912914.51784583,5252861.52678825
"nomed242143000",0,NA,NA,NA,NA,NA,"Motorcyclist road injuries","EFO 1",NA,"motorcyclist road injuries",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",692,1,"Number",2019,15984585.6043646,18013102.3654766,13939137.2205564
"nomed768147005",0,NA,NA,NA,NA,NA,"Motor vehicle road injuries","EFO 1",NA,"motor vehicle road injuries",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",693,1,"Number",2019,26017300.9154524,29013400.7879652,23046133.1079891
"ncitc157790",0,NA,NA,NA,NA,NA,"Physical violence by firearm","EFO 1",NA,"physical violence by firearm",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",725,1,"Number",2019,10028577.9124583,10915006.8368043,9276491.30707969
"ncitc157791",0,NA,NA,NA,NA,NA,"Physical violence by sharp object","EFO 1",NA,"physical violence by sharp object",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",726,1,"Number",2019,5601504.88401813,6260692.77241389,4660762.39293987
"ncitc16552",0,NA,NA,NA,NA,NA,"Environmental heat and cold exposure","EFO 1",NA,"environmental heat and cold exposure",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",842,1,"Number",2019,2551878.47272243,3084869.88758915,1978541.21884539
"aaaaa11111",0,NA,NA,NA,NA,NA,"HIV/AIDS - Drug-susceptible Tuberculosis","EFO 1",NA,"hivaids  drugsusceptible tuberculosis",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",948,1,"Number",2019,10792110.2821644,13867406.2421233,7932604.08575591
"nomed242869008",0,NA,NA,NA,NA,NA,"Self-harm by firearm","EFO 1",NA,"selfharm by firearm",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",721,1,"Number",2019,2267647.19808797,2678881.23749232,2001288.78800278
"ncitc196123",0,NA,NA,NA,NA,NA,"Non-rheumatic calcific aortic valve disease","EFO 1",NA,"nonrheumatic calcific aortic valve disease",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",968,1,"Number",2019,1837751.25990724,2031851.87474265,1637023.23652115
"ncitc196118",0,NA,NA,NA,NA,NA,"Non-rheumatic degenerative mitral valve disease","EFO 1",NA,"nonrheumatic degenerative mitral valve disease",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",969,1,"Number",2019,883361.930228448,1091525.99826954,754182.891496115
"ncitc196117",0,NA,NA,NA,NA,NA,"Other non-rheumatic valve diseases","EFO 1",NA,"other nonrheumatic valve diseases",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",970,1,"Number",2019,72636.7997632688,85347.5159157035,55643.2119017551
"go006891",0,NA,NA,NA,NA,NA,"Substance use disorders","EFO 1",NA,"substance use disorders",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",973,1,"Number",2019,35134743.5627427,42958764.7737134,28249316.5999481
"mondo0005016",0,NA,NA,NA,NA,NA,"Diabetes and kidney diseases","EFO 1",NA,"diabetes and kidney diseases",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",974,1,"Number",2019,112726227.255489,128322339.518703,99271585.0863177
"aaaaa11111",0,NA,NA,NA,NA,NA,"Maternal deaths aggravated by HIV/AIDS","EFO 1",NA,"maternal deaths aggravated by hivaids",NA,NA,NA,2,"DALYs (Disability-Adjusted Life Years)",1,"Global",3,"Both",22,"All ages",741,1,"Number",2019,86276.6891883499,124872.404122673,51299.6857666941
